stock_id,score,transformer,lgb,sigma20,median_amount20,mean_amount20,turnover20,vol10,amp_mean10,ret1,ret5,ret10,ret20,amp20,pos20,amt_ratio5,to_ratio5,beta60,downside_beta60,idio_vol60,max_drawdown20,amount20,return_1,return_5
002460,2.7572877686688386,0.13598633,2.8862887304069353,0.03749198514260935,6603440345.75,6895426681.511905,6.993890476190477,0.039982727078267215,0.049940671373282064,0.06397095643465178,0.011063526052818684,0.012026673017384137,0.17340880850476204,0.21731968466878443,0.8110449377368671,0.8771365673411603,0.8648662744421275,1.2062851671829857,1.199199412860084,0.03051128486002718,0.09515178975985561,6603440345.75,0.06397095643465178,0.011063526052818684
300394,2.6947649268084857,1.4482422,2.412497229897857,0.052519854104694653,15195412263.59,14274075921.560001,5.3647,0.057375241767886435,0.07442761351972335,-0.07489502699305894,-0.14609259649862916,-0.09760378935636693,-0.003476923076923266,0.27720999166332155,0.2856983738026283,1.2838009388437714,1.2414450015842002,2.3478852094484943,0.7609265261603101,0.05518714064050849,0.14609259649862916,15195412263.59,-0.07489502699305894,-0.14609259649862916
600176,2.602685993832008,1.2236328,2.375096065829827,0.03637603123458393,3181209924.11,3321588475.850952,2.7500571428571425,0.045957474937927546,0.055940194348144644,-0.015513126491646712,-0.0149253731343304,0.1305241521068834,0.34693877551020047,0.32484848484848416,0.8600746268656667,1.3598568619156912,1.2665918630257624,1.6885570827788208,1.4768587664549537,0.03706581444639434,0.05343283582089753,3181209924.11,-0.015513126491646712,-0.0149253731343304
002466,2.3554120059337684,0.19677734,2.4043529549113467,0.03491112097538262,4538738843.3,4613109056.611905,4.964357142857143,0.04188648325393296,0.05328552035819763,0.08430189789613052,0.1057764441110256,0.23574782025485996,0.3597785977859749,0.29606512890094944,0.9509624197983447,1.5193025029348735,1.3656269693958487,1.4246299941429337,1.5381986409275041,0.02860715317424546,0.0434782608695673,4538738843.3,0.08430189789613052,0.1057764441110256
300782,2.3469315390430276,-1.3623047,2.8718425950204427,0.04272678853622114,2647207928.63,2664886648.3671427,5.987838095238096,0.04926284925200632,0.0669859296616235,-0.01985111662531014,-0.031132075471699938,0.028130944038440298,0.18045977011493997,0.378578383641674,0.5915637860082278,1.2833792776182715,1.1546537982543645,0.982322502474177,0.7890934832339915,0.03520661149859068,0.1037612357099238,2647207928.63,-0.01985111662531014,-0.031132075471699938
000977,2.1218700658138974,-1.1035156,2.5331464562385637,0.02903346999081146,4353634679.93,4755986487.758571,4.805757142857143,0.027441439444447106,0.04788356780438854,0.013815522145469439,0.09702476916312142,0.10888888888888548,0.2914078674948195,0.2706746826987301,0.9619940769990033,1.5995365724319472,1.4758465293112628,1.330557090736385,1.8346095125939264,0.0235262706597038,0.0312927496580061,4353634679.93,0.013815522145469439,0.09702476916312142
600482,2.031976816278222,0.7685547,1.8564287140232711,0.042755289643698166,1687051486.59,1745917333.2390475,2.0739761904761904,0.04547371223291861,0.0631179385359803,-0.04401325130146716,0.05731483904735746,-0.0009891196834925786,0.2952869509457974,0.3235148514851449,0.7742922723794688,1.2504823480855354,1.1552013041426232,1.988001647805861,1.189327746421593,0.03542634366879673,0.10388349514564077,1687051486.59,-0.04401325130146716,0.05731483904735746
300308,1.8030000342899408,0.23608398,1.7554393527796497,0.03637885992089129,21433791330.59,20759594762.28,2.5569380952380953,0.02086460982501798,0.04934254051231441,-0.011159420289855171,0.04229142185663903,0.20736405090859567,0.44413871703028285,0.41149280149719836,0.9095865640154519,1.2749425493624198,1.067878805937488,1.5529108643588314,1.0221737331718,0.03556409725146574,0.04780936454849527,21433791330.59,-0.011159420289855171,0.04229142185663903
300476,1.7764200216024795,-0.6767578,2.0042345196226834,0.03814521932186806,12781562885.56,12017910582.854763,4.6644,0.04477777846026944,0.06347121525096479,-0.049284530802831794,-0.03317811408614724,0.09614162093084344,0.18125983672554002,0.31876790127742244,0.6600396328957806,1.4024954970651984,1.261958665637325,1.4584941866857826,1.252003375580524,0.03215584242496782,0.07991253644314911,12781562885.56,-0.049284530802831794,-0.03317811408614724
600547,1.7680539288108263,1.4238281,1.3515569150027238,0.027500517818038035,1929375508.16,1917775021.7409523,1.356147619047619,0.013458390585157078,0.02808660146529533,0.0,-0.0676378772112397,-0.10845771144278737,-0.05758611622403509,0.226004464285714,0.11851851851851793,1.0282870586278683,1.091282379006959,2.0816396713551195,4.038690276208948,0.03434108044010693,0.15650741350906205,1929375508.16,0.0,-0.0676378772112397
